country,status,tiles_downloaded,output_file,r2_key,size_mb,error,timestamp
Burkina Faso,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Burkina_Faso_LULC.tif,,0.0,,2026-04-21T04:39:46.557280+00:00
Zambia,in_progress,0,,,0.0,,2026-04-21T04:39:46.558888+00:00
Zambia,failed,25,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Zambia_LULC.tif,lulc/Zambia/Zambia_LULC.tif,905.2793,"r2_upload: Connection was closed before we received a valid response from endpoint URL: ""https://2d7d8cc536086b35e2800be940b02d62.r2.cloudflarestorage.com/gis-data-lenga-maps/lulc/Zambia/Zambia_LULC.tif"".",2026-04-21T06:13:59.392480+00:00
Zimbabwe,in_progress,0,,,0.0,,2026-04-21T06:13:59.406059+00:00
Zimbabwe,failed,12,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Zimbabwe_LULC.tif,lulc/Zimbabwe/Zimbabwe_LULC.tif,494.7042,r2_upload: SSL validation failed for https://2d7d8cc536086b35e2800be940b02d62.r2.cloudflarestorage.com/gis-data-lenga-maps/lulc/Zimbabwe/Zimbabwe_LULC.tif EOF occurred in violation of protocol (_ssl.c:2553),2026-04-21T07:27:21.138289+00:00
Botswana,in_progress,0,,,0.0,,2026-04-21T07:27:21.168208+00:00
Botswana,failed,20,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Botswana_LULC.tif,lulc/Botswana/Botswana_LULC.tif,410.6057,"r2_upload: Could not connect to the endpoint URL: ""https://2d7d8cc536086b35e2800be940b02d62.r2.cloudflarestorage.com/gis-data-lenga-maps/lulc/Botswana/Botswana_LULC.tif""",2026-04-21T07:50:14.524916+00:00
Madagascar,in_progress,0,,,0.0,,2026-04-21T07:50:14.537542+00:00
Madagascar,failed,15,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Madagascar_LULC.tif,lulc/Madagascar/Madagascar_LULC.tif,562.0124,"r2_upload: Could not connect to the endpoint URL: ""https://2d7d8cc536086b35e2800be940b02d62.r2.cloudflarestorage.com/gis-data-lenga-maps/lulc/Madagascar/Madagascar_LULC.tif""",2026-04-21T08:04:13.109501+00:00
Mozambique,in_progress,0,,,0.0,,2026-04-21T08:04:13.118029+00:00
