country,status,tiles_downloaded,output_file,r2_key,size_mb,error,timestamp
Ghana,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Ghana_LULC.tif,,0.0,,2026-04-21T14:03:05.176783+00:00
Uganda,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Uganda_LULC.tif,,0.0,,2026-04-21T14:03:05.428524+00:00
Guinea,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Guinea_LULC.tif,,0.0,,2026-04-21T14:03:05.479115+00:00
Gabon,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Gabon_LULC.tif,,0.0,,2026-04-21T14:03:05.511977+00:00
Burkina Faso,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Burkina_Faso_LULC.tif,,0.0,,2026-04-21T14:03:05.524759+00:00
Zambia,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Zambia_LULC.tif,,0.0,,2026-04-21T14:03:06.935651+00:00
Zimbabwe,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Zimbabwe_LULC.tif,,0.0,,2026-04-21T14:03:06.948044+00:00
Botswana,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Botswana_LULC.tif,,0.0,,2026-04-21T14:03:06.952043+00:00
Madagascar,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Madagascar_LULC.tif,,0.0,,2026-04-21T14:03:06.954591+00:00
Mozambique,in_progress,0,,,0.0,,2026-04-21T14:03:06.956260+00:00
Mozambique,failed,21,,,0.0,clip: [WinError 32] The process cannot access the file because it is being used by another process: 'C:\\Users\\Muleng Chilufy\\Documents\\My VSCode personal worksace for Lenga Maps\\parallel-lenga-maps-website\\data\\lulc_tiles\\S21E033.clip_tmp.tif',2026-04-21T15:28:48.689751+00:00
Namibia,skipped,0,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Namibia_LULC.tif,,0.0,,2026-04-21T15:28:48.912593+00:00
Tanzania,in_progress,0,,,0.0,,2026-04-21T15:28:48.922896+00:00
Tanzania,done,20,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Tanzania_LULC.tif,lulc/Tanzania/Tanzania_LULC.tif,833.5332,,2026-04-21T16:13:28.915978+00:00
South Africa,in_progress,0,,,0.0,,2026-04-21T16:13:28.932171+00:00
South Africa,done,26,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\South_Africa_LULC.tif,lulc/South_Africa/South_Africa_LULC.tif,857.676,,2026-04-21T20:15:29.898829+00:00
Angola,in_progress,0,,,0.0,,2026-04-21T20:15:29.909481+00:00
Angola,done,32,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Angola_LULC.tif,lulc/Angola/Angola_LULC.tif,1153.027,,2026-04-22T00:22:00.147515+00:00
Democratic Republic of the Congo,in_progress,0,,,0.0,,2026-04-22T00:22:00.158279+00:00
