country,status,tiles_downloaded,output_file,r2_key,size_mb,error,timestamp
Somalia,in_progress,0,,,0.0,,2026-04-25T13:32:58.364277+00:00
Somalia,failed,26,C:\Users\Muleng Chilufy\Documents\My VSCode personal worksace for Lenga Maps\parallel-lenga-maps-website\output\LULC\Somalia_LULC.tif,lulc/Somalia/Somalia_LULC.tif,338.7259,"r2_upload: Could not connect to the endpoint URL: ""https://2d7d8cc536086b35e2800be940b02d62.r2.cloudflarestorage.com/gis-data-lenga-maps/lulc/Somalia/Somalia_LULC.tif?uploads""",2026-04-25T13:47:05.622687+00:00
